id;dominio;dns;status
441;crescenordeste.gov.br;;0
442;cress-sc.gov.br;mx.core.locaweb.com.br,mx.a.locaweb.com.br,mx.b.locaweb.com.br,mx.jk.locaweb.com.br;1
443;crfa1.gov.br;;0
444;crfsc.gov.br;crfsc.gov.br;1
445;crm-rj.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
446;crm.gov.br;crm-gov-br.mail.protection.outlook.com;1
447;crmrj.gov.br;;0
448;crmvmg.gov.br;mx.spamexperts.com,fallbackmx.spamexperts.eu,lastmx.spamexperts.net;1
449;crmvpaap.gov.br;;0
450;crmvrn.gov.br;mx.b.locaweb.com.br,mx.core.locaweb.com.br,mx.a.locaweb.com.br,mx.jk.locaweb.com.br;1
451;crmvrs.gov.br;mx.emailsecurityonline.com.br;1
452;crmvsc.gov.br;mail.crmvsc.gov.br;1
453;crmvsp.gov.br;mx.b.locaweb.com.br,mx.core.locaweb.com.br,mx.a.locaweb.com.br,mx.jk.locaweb.com.br;1
454;crmvto.gov.br;mx.cfmv.gov.br,mx2.cfmv.gov.br;1
455;cromg.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,aspmx2.googlemail.com,aspmx3.googlemail.com;1
456;crq-9.gov.br;mail.crq-9.gov.br;1
457;crq-pr.gov.br;;0
458;crq12.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
459;crq13.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
460;crq7.gov.br;antispam.pensomail.com.br;1
461;crq9.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
462;crqpr.gov.br;;0
463;crqsc.gov.br;aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com,alt5.aspmx.l.google.com;1
464;crqxx.gov.br;mx.core.locaweb.com.br,mx.a.locaweb.com.br,mx.b.locaweb.com.br,mx.jk.locaweb.com.br;1
465;crt.gov.br;;0
466;crt01.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
467;crt02.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
468;crt03.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
469;crtes.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
470;crtmg.gov.br;mx-vip-01.uni5.net,mx-vip-02.uni5.net;1
471;crtr01.gov.br;mx.b.locaweb.com.br,mx.core.locaweb.com.br,mx.a.locaweb.com.br,mx.jk.locaweb.com.br;1
472;crtr14.gov.br;crtr14-gov-br.mail.protection.outlook.com;1
473;crtr17.gov.br;mx1.ntshs.net,mail.crtr17.gov.br,mx2.ntshs.net;1
474;crtr18.gov.br;mx.b.locaweb.com.br,mx.core.locaweb.com.br,mx.a.locaweb.com.br,mx.jk.locaweb.com.br;1
475;crtr19.gov.br;smtpvin1.f1.k8.com.br;1
476;crtrceara.gov.br;mx.core.locaweb.com.br,mx.a.locaweb.com.br,mx.b.locaweb.com.br,mx.jk.locaweb.com.br;1
477;crtrj.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
478;crtrpe.gov.br;mail.crtrpe.gov.br;1
479;crtrrj.gov.br;antispam2.llevon.com.br,mail.crtrrj.gov.br,h01r12.llevon.com.br;1
480;crtsp.gov.br;mail.crtsp.gov.br;1
481;csjt.gov.br;;0
482;ctac.gov.br;;0
483;ctav.gov.br;;0
484;cti.gov.br;teresopolis.cti.gov.br;1
485;ctir.gov.br;luminol.ctir.gov.br;1
486;cultura.gov.br;cultura-gov-br.mail.protection.outlook.com;1
487;culturaviva.gov.br;;0
488;cvm.gov.br;cvm-gov-br.mail.protection.outlook.com;1
489;d.gov.br;;0
490;dados.gov.br;protection.serpro.gov.br;1
491;data.gov.br;;0
492;dataprev.gov.br;dataprev-gov-br.mail.protection.outlook.com,smtp2.dataprev.gov.br,mailint.dataprev.gov.br;1
493;datasus.gov.br;azulao.datasus.gov.br,falcao.datasus.gov.br;1
494;decea.gov.br;decea-gov-br.mail.protection.outlook.com;1
495;defesa.gov.br;silicio.defesa.gov.br;1
496;defesacivil.gov.br;mx1.defesacivil.gov.br,mx2.defesacivil.gov.br;1
497;defesadoconsumidor.gov.br;defesadoconsumidor-gov-br.mail.protection.outlook.com,piaget00.mj.gov.br;1
498;denatran.gov.br;;0
499;depen.gov.br;;0
500;deputado.gov.br;souzinha1.camara.gov.br,souzinha2.camara.gov.br,souzinha3.camara.gov.br;1
501;desafios.gov.br;;0
502;desaparecidos.gov.br;;0
503;desenrola.gov.br;;0
504;desenvolvimento.gov.br;;0
505;desenvolvimentosocial.gov.br;smtp-serpro01.mds.gov.br,smtp-serpro02.mds.gov.br;1
506;df.gov.br;smtp053.gdfnet.df.gov.br,smtp054.gdfnet.df.gov.br,smtp051.gdfnet.df.gov.br;1
507;dialoga.gov.br;esa01.presidencia.gov.br,esa02.presidencia.gov.br;1
508;dialogabrasil.gov.br;esa01.presidencia.gov.br,esa02.presidencia.gov.br;1
509;diariodajustica.gov.br;;0
510;diesporte.gov.br;;0
511;dinheiroaqui.gov.br;;0
512;dinheiroemcaixa.gov.br;;0
513;dinheiroinstantaneo.gov.br;;0
514;dinheirovivo.gov.br;;0
515;direitosdacrianca.gov.br;;0
516;direitoshumanos.gov.br;mailing.direitoshumanos.gov.br;1
517;disque100.gov.br;;0
518;dj.gov.br;;0
519;dni.gov.br;;0
520;dnit.gov.br;dc02-dnit-mx02.mlicloud.com,dc03-dnit-mx01.mlicloud.com;1
521;dnocs.gov.br;smtp.dnocs.gov.br,webmail.dnocs.gov.br,d01ls029v.dnocs.gov.br;1
522;dnpm-pe.gov.br;dnpm-pe.gov.br;1
523;dnpm.gov.br;dnpm-gov-br.mail.protection.outlook.com;1
524;doacoes.gov.br;;0
525;dominiopublico.gov.br;dominiopublico-gov-br.mail.protection.outlook.com;1
526;dou.gov.br;;0
527;dpf.gov.br;dpf-gov-br.mail.protection.outlook.com;1
528;dpr.gov.br;mailmx.abc.gov.br;1
529;dprf.gov.br;;0
530;dpu.gov.br;;0
531;dte.gov.br;mx01.abin.gov.br,mx02.abin.gov.br;1
532;dtpdf.gov.br;;0
533;duplasena.gov.br;;0
534;e-car.gov.br;;0
535;e-conta.gov.br;;0
536;e-contacaixa.gov.br;;0
537;e-jud.gov.br;;0
538;e-jus.gov.br;;0
539;e-pagamentos.gov.br;;0
540;e-pagamentoscaixa.gov.br;;0
541;e-parana.gov.br;ssmtp002.pr.gov.br,smtp.pr.gov.br;1
542;e-post.gov.br;;0
543;e-sic.gov.br;;0
544;e-stj.gov.br;;0
545;e.gov.br;relayone.serpro.gov.br;1
546;eafmachado.gov.br;email.eafmachado.gov.br;1
547;eafmuz.gov.br;;0
548;eafsombrio.gov.br;mx-caprica.zoneedit.com;1
549;ebndes.gov.br;;0
550;ebserh.gov.br;ebserh-gov-br.mail.protection.outlook.com;1
551;ecobrancacaixa.gov.br;;0
552;economia.gov.br;dc02-economia-mx01.mlicloud.com,dc02-economia-mx02.mlicloud.com,economia-mx-balancer.mlicloud.com;1
553;economizar.gov.br;;0
554;ect.gov.br;;0
555;edemocracia.gov.br;;0
556;educacao.gov.br;educacao-gov-br.mail.protection.outlook.com;1
557;educacion.gov.br;;0
558;education.gov.br;;0
559;edufinanceiranaescola.gov.br;;0
560;eixos.gov.br;;0
561;eleicoes.gov.br;deedee.tse.gov.br,dexter.tse.gov.br;1
562;eletrobras.gov.br;mxa-007a2802.gslb.pphosted.com,mxb-007a2802.gslb.pphosted.com;1
563;eletrofurnas.gov.br;;0
564;eletronorte.gov.br;mxa-007a2802.gslb.pphosted.com,mxb-007a2802.gslb.pphosted.com;1
565;eletronuclear.gov.br;asetn01.eletronuclear.gov.br,asetn02.eletronuclear.gov.br;1
566;eletrosul.gov.br;;0
567;eln.gov.br;mxa-007a2802.gslb.pphosted.com,mxb-007a2802.gslb.pphosted.com;1
568;embrapa.gov.br;;0
569;embratur.gov.br;mx.embratur.gov.br,mx2.embratur.gov.br;1
570;emgea.gov.br;aruba.emgea.gov.br;1
571;emgepron.gov.br;mx1.emgepron.gov.br,mx3.emgepron.gov.br,mx4.emgepron.gov.br;1
572;emprel.gov.br;smtp.google.com;1
573;empresa.gov.br;;0
574;empresasimples.gov.br;;0
575;enamat.gov.br;;0
576;enap.gov.br;enap-gov-br.mail.protection.outlook.com;1
577;enbpar.gov.br;enbpar-gov-br.mail.protection.outlook.com;1
578;enccla.gov.br;;0
579;energiaboavista.gov.br;;0
580;energiabv.gov.br;;0
581;ensaiosclinicos.gov.br;ensaiosclinicos.gov.br;1
582;entespublicos.gov.br;;0
583;environment.gov.br;;0
584;epe.gov.br;;0
585;epl.gov.br;epl-gov-br.mail.protection.outlook.com;1
586;epost.gov.br;;0
587;eproc-pr.gov.br;;0
588;eproc-rs.gov.br;;0
589;eproc-sc.gov.br;;0
590;eproc.gov.br;;0
591;equilibriodecontas.gov.br;;0
592;errec.gov.br;;0
593;es.gov.br;gw1.correio.es.gov.br,gw2.correio.es.gov.br;1
594;esamur.gov.br;;0
595;escoladotrabalhador.gov.br;mailmtb.escoladotrabalhador.gov.br;1
596;escolavirtual.gov.br;;0
597;esd.gov.br;mail.esd.gov.br;1
598;esic.gov.br;;0
599;esmpu.gov.br;;0
600;esocial.gov.br;protection.serpro.gov.br;1
601;esporte.gov.br;esporte-gov-br.mail.protection.outlook.com;1
602;esportiva.gov.br;;0
603;etfc.gov.br;;0
604;eufiscalizo.gov.br;;0
605;eusoumaismedico.gov.br;;0
606;eusoumaismedicos.gov.br;;0
607;evg.gov.br;;0
608;exercito.gov.br;;0
609;expofeiras.gov.br;relay.mdic.gov.br,smtp2.mdic.gov.br;1
610;exportadoresbrasilenos.gov.br;relay.mdic.gov.br,smtp2.mdic.gov.br;1
611;expresso.gov.br;mailscan-in.serpro.gov.br;1
612;fab.gov.br;mail7.fab.gov.br;1
613;faesa-oscip.gov.br;;0
614;faroldodesenvolvimento.gov.br;;0
615;fat.gov.br;mx1.mte.gov.br,mx2.mte.gov.br;1
616;fazenda.gov.br;mte-mx03.mlicloud.com,mte-mx04.mlicloud.com,dc02-economia-mx01.mlicloud.com,dc02-economia-mx02.mlicloud.com;1
617;fbn.gov.br;;0
618;federal.gov.br;;0
619;federalcap.gov.br;;0
620;federalcard.gov.br;;0
621;fgts.gov.br;;0
622;fhdf.gov.br;;0
623;fibge.gov.br;e2c3358fd45147b663d5a538f5f9fb.mail.outlook.com;1
624;finame.gov.br;;0
625;finep.gov.br;finep-gov-br.mail.protection.outlook.com;1
626;fjp.gov.br;;0
627;florestal.gov.br;florestal2023-mail-onmicrosoft-com.mail.protection.outlook.com;1
628;fnde.gov.br;fnde-gov-br.mail.protection.outlook.com;1
629;focco-pb.gov.br;;0
630;foccopb.gov.br;;0
631;fomezero.gov.br;smtp-serpro.mds.gov.br;1
632;fonoaudiologia-1.gov.br;;0
633;fonoaudiologia-rj.gov.br;;0
634;forumpermanente.gov.br;;0
635;forumsipec.gov.br;;0
636;forumsocinfo.gov.br;;0
637;frameworkdemoiselle.gov.br;;0
638;frp.gov.br;;0
639;funag.gov.br;funag-gov-br.mail.protection.outlook.com;1
640;funai.gov.br;funai-gov-br.mail.protection.outlook.com,smtp1.funai.gov.br,smtp2.funai.gov.br,primary.us.email.fireeyecloud.com,alt1.us.email.fireeyecloud.com,alt2.us.email.fireeyecloud.com,alt3.us.email.fireeyecloud.com;1
641;funarte.gov.br;funarte-gov-br.mail.protection.outlook.com;1
642;funasa.gov.br;funasa.in.tmes.trendmicro.com;1
643;fundacentro.gov.br;fundacentro-gov-br.mail.protection.outlook.com;1
644;fundaj.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
645;fundoamazonia-bndes.gov.br;;0
646;fundoamazonia.gov.br;fundoamazonia-gov-br.mail.protection.outlook.com;1
647;funpresp-exe.gov.br;;0
648;funpresp.gov.br;mx.funpresp.gov.br;1
649;furnas.gov.br;;0
650;g20.gov.br;protection.serpro.gov.br;1
651;gdf.gov.br;smtp053.gdfnet.df.gov.br,smtp054.gdfnet.df.gov.br,smtp051.gdfnet.df.gov.br;1
652;geipot.gov.br;;0
653;gespublica.gov.br;;0
654;gestao.gov.br;mte-mx03.mlicloud.com,mte-mx04.mlicloud.com,dc02-economia-mx01.mlicloud.com,dc02-economia-mx02.mlicloud.com;1
655;gestaoemdestaque.gov.br;;0
656;gestaopublica.gov.br;;0
657;gnre.gov.br;;0
658;go.gov.br;mailinspector-goias.lb.go.gov.br;1
659;goias.gov.br;goias-gov-br.mail.protection.outlook.com,mta1.go.gov.br;1
660;govbankingcaixa.gov.br;;0
661;govdata.gov.br;;0
662;governo.gov.br;esa01.presidencia.gov.br,esa02.presidencia.gov.br;1
663;governodigital.gov.br;;0
664;governoeletronico.gov.br;;0
665;gra.gov.br;protection.serpro.gov.br;1
666;gsi.gov.br;esa01.presidencia.gov.br,esa02.presidencia.gov.br;1
667;guiadeservicos.gov.br;;0
668;guiafacilgps.gov.br;;0
669;hemobras.gov.br;srvwsbrexet01.hemobras.gov.br;1
670;historiaeloucura.gov.br;;0
671;hpiedade.gov.br;;0
672;hrps.gov.br;;0
673;humanizaredes.gov.br;;0
674;ibama.gov.br;ibama-gov-br.mail.protection.outlook.com;1
675;ibc.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
676;ibge.gov.br;ibge-gov-br.mail.protection.outlook.com;1
677;ibram.gov.br;ibram07.ibram.gov.br;1
678;ic-brazil.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,aspmx2.googlemail.com,aspmx3.googlemail.com,aspmx4.googlemail.com,aspmx5.googlemail.com;1
679;icea.gov.br;;0
680;icmbio.gov.br;icmbio-gov-br.mail.protection.outlook.com;1
681;icpbrasil.gov.br;mx.icpbrasil.gov.br,mx.acraiz.gov.br;1
682;iec.gov.br;mail.iec.gov.br;1
683;ien.gov.br;ien-gov-br.mail.protection.outlook.com;1
684;igam.gov.br;;0
685;igualdaderacial.gov.br;mdh.in.tmes.trendmicro.com;1
686;ilbsenado.gov.br;;0
687;imbel.gov.br;relay.eb.mil.br,relay2.eb.mil.br;1
688;imprensanacional.gov.br;;0
689;in.gov.br;;0
690;inb.gov.br;sol-01.inb.gov.br,sol-02.inb.gov.br;1
691;inca.gov.br;smtp.google.com,srvgw02.inca.gov.br;1
692;inclusaodigital.gov.br;;0
693;incra.gov.br;incra-gov-br.mail.protection.outlook.com;1
694;inde.gov.br;inde-gov-br.mail.protection.outlook.com;1
695;industria40.gov.br;;0
696;inep.gov.br;mx01.inep.gov.br,mx02.inep.gov.br,relay.inep.gov.br;1
697;ines.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
698;info.gov.br;;0
699;infoconsumo.gov.br;;0
700;infojus.gov.br;;0
701;informacao.gov.br;;0
702;informacaoecidadania.gov.br;;0
703;infoseg.gov.br;piaget00.mj.gov.br,piaget.mj.gov.br,maine.mj.gov.br;1
704;infra-estruturabrasil.gov.br;;0
705;infraero.gov.br;mail.infraero.gov.br;1
706;infraestrutura.gov.br;;0
707;infraestruturabrasil.gov.br;;0
708;infrasa.gov.br;infrasa-gov-br.mail.protection.outlook.com;1
709;infrastructurebrazil.gov.br;;0
710;inma.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
711;inmet.gov.br;inmet-gov-br.mail.protection.outlook.com;1
712;inmetro.gov.br;ksmg.inmetro.gov.br;1
713;inmetrogo.gov.br;ksmg.inmetrogo.gov.br;1
714;inova.gov.br;;0
715;inpa.gov.br;mailserver.inpa.gov.br;1
716;inpi.gov.br;smtp.inpi.gov.br;1
717;inpp.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
718;insa.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
719;inss.gov.br;inss-gov-br.mail.protection.outlook.com;1
720;instantanea.gov.br;;0
721;institutochicomendes.gov.br;mailscan-in.serpro.gov.br;1
722;institutodamataatlantica.gov.br;aspmx.l.google.com,alt1.aspmx.l.google.com,alt2.aspmx.l.google.com,alt3.aspmx.l.google.com,alt4.aspmx.l.google.com;1
723;int.gov.br;dcse-23.int.gov.br;1
724;integracao.gov.br;integracao-gov-br.mail.protection.outlook.com;1
725;interlegis.gov.br;naumailmtain1.interlegis.leg.br,naumailmtain2.interlegis.leg.br,naumailmtain3.interlegis.leg.br;1
726;intervencaofederalrj.gov.br;;0
727;investcaixa.gov.br;;0
728;investecaixa.gov.br;;0
729;investexportbrasil.gov.br;;0
730;investexportbrazil.gov.br;;0
731;investidor.gov.br;;0
732;investidoresinstitucionais.gov.br;;0
733;investinbrazil.gov.br;;0
734;invexbrasil.gov.br;;0
735;ipardes.gov.br;ssmtp002.pr.gov.br,ssmtp003.pr.gov.br,smtp.pr.gov.br;1
736;ipea.gov.br;ipea-gov-br.mail.protection.outlook.com;1
737;ipeadata.gov.br;mailmaster4.ipea.gov.br;1
738;iphan.gov.br;iphan-gov-br.mail.protection.outlook.com;1
739;ipp.gov.br;;0
740;ipsm.gov.br;ipsm-gov-br.mail.protection.outlook.com;1
